user_id,session_id,timestamp,interaction_type,query_length,response_time,user_rating,error_occurred,industry,location,subscription_level
776,183,5/5/2024 20:59,feedback,92,1.630949396,5,TRUE,education,"Lake Troy, Kenya",enterprise
777,146,3/12/2024 6:29,query,41,1.780226324,1,FALSE,finance,"Lake Maria, Isle of Man",enterprise
778,183,3/20/2024 15:04,query,50,1.531166382,4,FALSE,education,"Whiteview, Gibraltar",enterprise
779,164,3/27/2024 20:17,error,83,1.861604087,5,TRUE,finance,"Choiview, Mali",enterprise
780,123,7/23/2024 4:41,query,77,2.472185896,3,FALSE,healthcare,"Lake Amandafort, Vietnam",enterprise
781,152,1/23/2024 4:26,feedback,14,1.692352035,4,FALSE,healthcare,"Mooremouth, Malaysia",free
782,105,1/3/2024 18:55,query,18,2.577994513,4,FALSE,education,"Paceton, Bulgaria",free
783,148,5/19/2024 16:45,feedback,71,2.570632725,3,TRUE,finance,"Lambburgh, Djibouti",enterprise
784,150,4/5/2024 19:56,query,18,2.384828326,1,TRUE,education,"South Jenniferburgh, Pitcairn Islands",free
785,151,6/14/2024 4:57,error,14,2.607820774,5,TRUE,education,"Camposstad, Togo",premium
786,113,8/5/2024 6:16,feedback,97,2.963888737,3,TRUE,healthcare,"Carpenterton, Saudi Arabia",free
787,182,3/17/2024 19:08,error,48,1.206450157,1,TRUE,healthcare,"Timothyfort, Ghana",free
788,181,7/18/2024 7:20,error,55,1.793862709,4,FALSE,finance,"Port Brian, Burundi",premium
789,180,7/12/2024 23:31,query,77,1.147916766,4,TRUE,education,"Smithton, Burundi",enterprise
790,161,9/7/2024 6:01,error,59,1.806234216,3,TRUE,education,"North Virginia, Liechtenstein",free
791,175,5/4/2024 23:27,feedback,52,1.747078837,4,FALSE,finance,"Jimfort, Seychelles",free
792,158,1/21/2024 14:48,query,19,1.943967386,4,TRUE,education,"South Melissaville, Martinique",enterprise
793,105,7/21/2024 22:17,query,92,2.377390266,3,FALSE,education,"West Melissaport, Malawi",free
794,140,7/19/2024 14:11,query,96,1.444532145,2,FALSE,healthcare,"New Bethview, Dominican Republic",premium
795,155,3/30/2024 16:20,query,30,1.597543867,3,FALSE,education,"Sarahville, Mozambique",premium
796,137,6/24/2024 19:54,feedback,67,1.125810225,1,TRUE,healthcare,"Lake Michael, Thailand",free
797,108,5/23/2024 9:00,error,13,1.819416395,2,TRUE,education,"Lake Julie, Niger",free
798,162,6/14/2024 18:17,query,34,2.491636277,5,TRUE,education,"North Danielle, Australia",free
799,182,2/16/2024 19:32,error,21,1.045284496,1,TRUE,education,"Teresafort, Serbia",premium
800,181,8/1/2024 7:47,feedback,43,1.485946709,2,FALSE,finance,"Port Brandi, Malta",enterprise
801,149,1/22/2024 11:33,query,49,2.001312396,1,FALSE,finance,"West Megan, Uganda",premium
802,188,3/9/2024 13:31,query,35,1.569416351,4,TRUE,finance,"East Justintown, Ireland",enterprise
803,135,7/5/2024 9:21,error,15,1.955927257,2,TRUE,healthcare,"Ginaside, Saint Barthelemy",enterprise
804,187,2/2/2024 2:15,error,51,2.061800009,2,TRUE,education,"East Douglas, Costa Rica",free
805,116,6/10/2024 17:44,error,99,1.817917708,5,TRUE,education,"Lake Ronniehaven, Ireland",enterprise
806,172,4/1/2024 6:34,error,95,1.20198693,4,FALSE,education,"Mitchelltown, Botswana",premium
807,144,8/15/2024 14:25,query,99,1.676696112,4,TRUE,education,"Daniellechester, Panama",free
808,122,7/27/2024 3:28,error,68,2.284489974,3,FALSE,finance,"Gilesbury, Tajikistan",free
809,142,2/26/2024 1:49,error,83,1.07062671,1,FALSE,education,"Tamaraborough, Peru",free
810,181,5/18/2024 8:47,query,33,1.141149359,2,TRUE,education,"Herreratown, Syrian Arab Republic",premium
811,141,9/8/2024 10:16,feedback,24,2.70463296,2,FALSE,finance,"Christopherburgh, Paraguay",premium
812,182,8/7/2024 9:01,query,72,2.189092451,3,FALSE,healthcare,"New Mitchell, Azerbaijan",premium
813,173,1/31/2024 4:52,error,62,2.567492069,4,FALSE,healthcare,"West William, Papua New Guinea",premium
814,121,5/5/2024 17:23,query,86,1.856738933,3,TRUE,healthcare,"Christyside, Bhutan",free
815,140,6/22/2024 6:45,error,68,1.160905011,3,FALSE,finance,"Cantrelltown, Cote d'Ivoire",premium
816,167,7/23/2024 21:55,error,66,1.44416224,1,FALSE,healthcare,"South George, Vietnam",free
817,157,1/28/2024 16:52,error,98,1.932176859,5,FALSE,healthcare,"Curtisshire, Fiji",free
818,174,3/1/2024 6:11,feedback,36,1.151762843,5,TRUE,finance,"Schultzborough, Moldova",free
819,146,7/14/2024 22:17,query,44,1.407209264,3,TRUE,education,"East Denisefort, Estonia",premium
820,198,3/2/2024 8:12,error,63,1.779709622,5,FALSE,education,"Hillport, Netherlands",enterprise
821,106,6/29/2024 17:41,error,22,1.81535829,5,FALSE,finance,"Ferrellmouth, New Caledonia",premium
822,111,4/26/2024 9:26,error,33,1.341355036,4,TRUE,finance,"North Johnland, French Guiana",enterprise
823,111,4/27/2024 15:30,feedback,78,2.18342824,2,FALSE,finance,"Frederickbury, Samoa",premium
824,196,4/19/2024 10:41,feedback,52,1.08847771,2,FALSE,education,"East Tonyburgh, Antigua and Barbuda",free
825,121,1/5/2024 22:51,feedback,86,1.690644507,2,FALSE,finance,"South Collintown, Greenland",free
826,165,6/30/2024 9:04,error,56,2.909552269,4,FALSE,healthcare,"North Tyrone, Saint Kitts and Nevis",enterprise
827,158,1/7/2024 0:58,query,32,1.500128543,2,TRUE,healthcare,"Lake Jared, Cook Islands",enterprise
828,136,1/29/2024 2:37,feedback,84,1.491089259,4,FALSE,education,"West Christianland, Uganda",free
829,198,2/29/2024 21:32,feedback,38,2.069958016,4,FALSE,finance,"Lake Michelemouth, Sao Tome and Principe",premium
830,179,7/4/2024 6:20,feedback,36,2.678863938,3,FALSE,healthcare,"Johnstad, Canada",free
831,173,8/31/2024 4:13,query,45,2.580990515,3,TRUE,finance,"Crystalhaven, Mauritius",premium
832,189,1/19/2024 15:15,query,86,1.783817746,3,FALSE,healthcare,"Lake Jacob, Bangladesh",enterprise
833,171,6/29/2024 12:02,query,28,2.971934492,1,FALSE,finance,"Rodriguezfort, Bhutan",free
834,171,5/16/2024 8:33,query,85,2.112285892,3,FALSE,finance,"West Tyler, Holy See (Vatican City State)",free
835,197,3/12/2024 10:06,feedback,47,2.010978442,2,FALSE,healthcare,"Chadmouth, Philippines",enterprise
836,106,1/10/2024 4:00,query,72,2.040762926,2,TRUE,healthcare,"Johnsonton, South Georgia and the South Sandwich Islands",free
837,125,5/17/2024 19:29,feedback,34,2.128156084,5,FALSE,education,"East Jeffrey, Bouvet Island (Bouvetoya)",premium
838,106,7/27/2024 21:04,feedback,91,2.010255766,1,FALSE,education,"South Kristine, Croatia",enterprise
839,102,5/12/2024 13:21,query,10,1.954314606,1,FALSE,education,"North Dana, Faroe Islands",free
840,134,3/16/2024 19:20,error,73,2.563040695,3,FALSE,finance,"Port Ronald, Saint Barthelemy",free
841,192,1/15/2024 5:30,feedback,39,2.194404013,1,TRUE,healthcare,"Benitezchester, Djibouti",enterprise
842,175,9/1/2024 21:43,query,30,2.430899569,2,FALSE,healthcare,"North Phillip, Falkland Islands (Malvinas)",free
843,133,7/28/2024 6:21,error,76,1.649579658,5,TRUE,finance,"Port Troy, Saint Kitts and Nevis",enterprise
844,120,6/27/2024 2:16,error,67,1.132420874,5,TRUE,healthcare,"Lake Jade, Angola",enterprise
845,169,8/14/2024 10:39,query,77,1.601958485,1,TRUE,healthcare,"Navarroville, Cape Verde",enterprise
846,163,4/26/2024 4:23,error,18,1.486398894,2,TRUE,healthcare,"Robertfurt, Bahrain",premium
847,167,2/19/2024 15:24,feedback,40,2.852442177,3,TRUE,education,"Richardberg, Indonesia",enterprise
848,124,3/13/2024 21:38,error,56,1.27204688,2,FALSE,finance,"North Amymouth, Colombia",enterprise
849,163,6/30/2024 5:14,feedback,56,1.134620981,3,FALSE,finance,"East Tylerberg, Cape Verde",free
850,127,5/1/2024 3:22,query,94,1.575820512,4,FALSE,healthcare,"Lake Michael, Hungary",enterprise
851,158,7/18/2024 11:59,query,23,1.560543848,3,FALSE,finance,"Simonport, Saint Martin",premium
852,194,5/14/2024 5:40,feedback,83,1.895860322,1,TRUE,education,"Markview, Hungary",free
853,123,4/4/2024 20:22,error,73,2.79706472,5,TRUE,healthcare,"Lake Kimberlyborough, Bouvet Island (Bouvetoya)",premium
854,187,7/8/2024 4:27,error,15,2.149867056,3,TRUE,education,"Briannaport, Ecuador",free
855,193,8/1/2024 18:44,error,69,2.457689341,4,TRUE,healthcare,"New Joeview, Nauru",free
856,104,2/28/2024 21:58,feedback,84,1.98618627,2,FALSE,finance,"Mcclainborough, Christmas Island",premium
857,141,2/28/2024 4:28,error,39,1.230889163,1,TRUE,healthcare,"East Codyburgh, Western Sahara",enterprise
858,175,3/28/2024 13:46,error,83,2.310481345,2,TRUE,education,"North Timothybury, American Samoa",enterprise
859,139,1/8/2024 12:08,error,53,1.422109735,2,TRUE,education,"Woodsview, Belarus",premium
860,136,9/11/2024 8:55,feedback,44,1.131355369,4,TRUE,healthcare,"New Kayla, Saint Barthelemy",free
861,160,4/13/2024 18:35,error,67,1.421259284,1,TRUE,finance,"Conleyhaven, Australia",enterprise
862,160,1/14/2024 16:01,query,69,1.631461999,4,FALSE,healthcare,"Kristinabury, Libyan Arab Jamahiriya",premium
863,154,9/11/2024 2:11,feedback,41,1.493546403,1,FALSE,finance,"Rothville, Oman",enterprise
864,151,8/22/2024 22:20,feedback,35,2.999847985,1,FALSE,healthcare,"South John, Svalbard & Jan Mayen Islands",free
865,113,6/14/2024 12:07,feedback,41,2.636264622,1,TRUE,education,"New Karen, Nigeria",free
866,150,7/18/2024 10:05,feedback,60,1.379744999,1,FALSE,education,"Kathrynmouth, Saint Pierre and Miquelon",enterprise
867,110,6/17/2024 21:08,query,70,1.174508871,4,TRUE,finance,"East Joyburgh, Liechtenstein",premium
868,198,8/24/2024 13:11,error,69,1.465386676,2,FALSE,finance,"Valenzuelaburgh, Hong Kong",premium
869,199,8/8/2024 3:39,feedback,37,1.253524083,4,FALSE,education,"South Shawnfurt, Moldova",free
870,133,6/23/2024 4:33,feedback,53,2.896468988,4,FALSE,education,"West Shaun, Samoa",premium
871,119,8/9/2024 23:46,query,22,2.767302993,2,TRUE,finance,"Jenniferfort, Azerbaijan",enterprise
872,169,8/12/2024 19:01,feedback,42,2.129484126,3,TRUE,healthcare,"South Justinland, Bahrain",free
873,159,6/22/2024 20:11,error,10,1.022827352,5,TRUE,education,"Perryfurt, Kiribati",enterprise
874,192,2/17/2024 18:43,query,85,2.335990975,4,TRUE,finance,"Jamesville, Ireland",free
875,117,1/8/2024 6:38,error,24,2.795056418,3,TRUE,healthcare,"Jennifershire, Slovakia (Slovak Republic)",enterprise
876,164,9/2/2024 12:40,error,61,2.566727084,5,FALSE,finance,"Glassburgh, China",premium
877,143,5/9/2024 20:45,feedback,94,2.230107917,1,TRUE,finance,"North James, Saint Helena",free
878,124,1/19/2024 11:11,query,42,2.577460738,4,TRUE,education,"Nguyenport, Madagascar",free
879,185,1/24/2024 17:43,error,18,2.666928168,1,TRUE,healthcare,"Mcdanielberg, Papua New Guinea",free
880,162,8/14/2024 12:27,feedback,27,2.111561114,5,TRUE,finance,"New Corey, Bahrain",free
881,147,2/24/2024 18:47,query,19,1.869613565,3,TRUE,education,"Tiffanytown, Sao Tome and Principe",free
882,118,6/21/2024 9:44,feedback,21,2.858318882,1,FALSE,healthcare,"Cortezmouth, Tuvalu",premium
883,199,8/12/2024 9:43,query,40,1.512286848,4,TRUE,education,"Donnahaven, Liechtenstein",free
884,177,1/27/2024 15:54,query,56,1.615956428,5,FALSE,finance,"Christinatown, Guadeloupe",premium
885,103,9/4/2024 15:40,error,83,2.951376254,2,TRUE,healthcare,"Thompsonside, Belize",premium
886,164,8/18/2024 21:21,error,78,2.89110863,3,FALSE,education,"New Ronald, Swaziland",free
887,111,8/22/2024 13:12,query,89,1.387391588,1,FALSE,finance,"West Ryanport, Solomon Islands",enterprise
888,193,3/20/2024 3:26,query,56,2.572871393,3,TRUE,finance,"New Karen, Dominican Republic",free
889,139,5/29/2024 7:02,query,46,1.703327627,1,FALSE,finance,"Salinastown, Saint Helena",enterprise
890,196,8/6/2024 20:01,feedback,62,2.93659321,1,TRUE,finance,"Brandonbury, Moldova",enterprise
891,183,8/26/2024 17:13,error,80,1.478397798,3,TRUE,healthcare,"Lake Richard, South Georgia and the South Sandwich Islands",premium
892,183,8/3/2024 23:17,query,21,1.046587651,5,FALSE,healthcare,"North Alan, Greenland",premium
893,144,5/23/2024 4:40,feedback,18,1.802713663,3,TRUE,healthcare,"North Frankview, Uzbekistan",premium
894,164,6/17/2024 13:34,query,67,2.27274862,1,FALSE,finance,"East Amyfort, Bermuda",enterprise
895,162,5/13/2024 20:20,feedback,92,2.329217198,1,TRUE,education,"Theresafurt, Jordan",premium
896,127,2/15/2024 16:02,query,69,1.276566718,1,TRUE,healthcare,"East Robert, Djibouti",enterprise
897,118,8/23/2024 9:29,query,10,1.352167836,2,FALSE,finance,"Kathleenbury, Nigeria",premium
898,138,5/2/2024 20:05,query,20,1.645412459,1,TRUE,education,"Woodshire, Japan",free
899,160,2/22/2024 6:57,error,87,1.509114953,3,TRUE,healthcare,"Markstad, Greenland",free
900,133,8/4/2024 10:47,feedback,98,1.282020376,1,TRUE,education,"Josephside, Tuvalu",premium
901,171,3/21/2024 16:55,feedback,46,1.303669109,5,FALSE,finance,"South Maryview, Norfolk Island",premium
902,191,5/13/2024 15:15,error,51,1.355670965,5,TRUE,finance,"North Mark, Libyan Arab Jamahiriya",premium
903,164,5/3/2024 11:19,error,37,2.443015936,3,TRUE,healthcare,"South Aaron, Afghanistan",enterprise
904,108,1/14/2024 6:43,error,34,1.583909242,3,TRUE,healthcare,"West Kelli, Romania",premium
905,197,6/16/2024 21:09,feedback,59,2.99516558,1,FALSE,education,"Gomezberg, New Zealand",enterprise
906,182,8/30/2024 11:49,feedback,75,1.499405452,2,TRUE,finance,"Monicaton, Isle of Man",premium
907,136,9/11/2024 22:42,error,89,1.135081933,2,TRUE,finance,"Davilamouth, Netherlands Antilles",enterprise
908,170,3/16/2024 9:04,error,94,1.728863739,5,TRUE,finance,"Kelseyhaven, Cote d'Ivoire",premium
909,111,9/11/2024 4:22,query,36,2.461655628,5,FALSE,education,"Port Victorburgh, Western Sahara",free
910,180,7/30/2024 7:46,query,14,2.023347384,1,FALSE,education,"Clairechester, Tunisia",enterprise
911,163,3/12/2024 12:36,error,38,2.037682674,2,FALSE,education,"West Robert, Kazakhstan",free
912,130,7/24/2024 11:54,feedback,20,1.931662246,4,FALSE,education,"Porterview, Guinea",premium
913,199,9/3/2024 12:30,error,94,1.270514258,4,FALSE,finance,"Richardsonton, Vietnam",premium
914,120,1/5/2024 7:41,error,78,1.37512626,1,TRUE,finance,"East Lorichester, Dominican Republic",enterprise
915,116,5/24/2024 10:17,error,48,1.182300886,3,FALSE,healthcare,"Lake Robin, Christmas Island",free
916,177,5/24/2024 14:58,error,18,1.795781193,5,TRUE,healthcare,"Port Josephport, Namibia",enterprise
917,147,1/17/2024 13:45,feedback,57,1.575334937,1,TRUE,education,"Angelamouth, Morocco",free
918,100,6/18/2024 22:29,feedback,86,1.121181067,4,FALSE,education,"Gregberg, Iraq",premium
919,151,4/1/2024 16:49,query,15,2.231359184,1,FALSE,finance,"Port Barry, Saint Helena",enterprise
920,129,7/10/2024 5:38,feedback,27,1.681529211,2,FALSE,healthcare,"North Davidville, Guinea-Bissau",free
921,164,1/2/2024 2:13,feedback,89,1.897338253,2,FALSE,finance,"Timothyburgh, Mozambique",enterprise
922,197,1/23/2024 12:32,feedback,57,2.617564263,2,FALSE,healthcare,"Tonyafurt, Brunei Darussalam",premium
923,181,5/17/2024 5:45,error,74,1.700803332,2,FALSE,healthcare,"Kimberlyview, Turkmenistan",free
924,119,6/9/2024 22:03,query,33,1.702148031,3,TRUE,education,"Angelaville, Equatorial Guinea",enterprise
925,198,8/26/2024 5:13,feedback,48,2.467791783,1,FALSE,finance,"Stewartfurt, Trinidad and Tobago",free
926,149,7/30/2024 1:03,error,18,2.426025071,5,FALSE,finance,"Port Alexanderstad, Malta",free
927,105,6/22/2024 11:37,query,61,2.337002094,3,TRUE,education,"Haneyton, Lesotho",free
928,196,2/16/2024 15:45,error,14,1.672509382,4,FALSE,finance,"Davismouth, Tokelau",enterprise
929,135,2/28/2024 13:11,feedback,80,1.858254223,3,FALSE,healthcare,"East Peterside, Tunisia",premium
930,182,3/14/2024 13:02,error,63,2.564301145,1,FALSE,finance,"West Sandra, Latvia",enterprise
931,145,9/9/2024 16:20,query,79,1.105452033,5,FALSE,finance,"Johnville, Marshall Islands",free
932,125,7/20/2024 1:33,feedback,53,1.279264058,5,FALSE,healthcare,"West David, Canada",enterprise
933,197,2/17/2024 6:57,query,73,2.296922492,2,FALSE,healthcare,"Jenniferberg, Brunei Darussalam",free
934,133,7/29/2024 16:35,error,88,2.145800387,4,TRUE,education,"Nguyenchester, Uzbekistan",free
935,119,8/26/2024 9:27,feedback,17,2.323038521,1,FALSE,education,"Patelhaven, Egypt",enterprise
936,167,3/19/2024 22:51,feedback,20,2.84712334,4,FALSE,education,"New Wendyport, Mozambique",premium
937,191,2/6/2024 18:45,query,37,1.408717937,5,FALSE,finance,"Kimfort, Anguilla",enterprise
938,111,5/20/2024 0:57,feedback,31,2.774479114,3,TRUE,healthcare,"Castroberg, Guadeloupe",enterprise
939,143,8/10/2024 12:39,error,90,1.682909643,2,FALSE,finance,"Ryanshire, South Georgia and the South Sandwich Islands",enterprise
940,186,4/1/2024 10:13,query,21,2.653223824,2,TRUE,finance,"Johnsonview, United Kingdom",premium
941,196,7/10/2024 13:30,query,50,1.961159005,3,TRUE,education,"Lake Courtney, Saint Pierre and Miquelon",free
942,163,6/3/2024 22:29,error,59,1.578986714,4,TRUE,healthcare,"Tapiastad, China",premium
943,145,6/3/2024 21:17,query,75,1.266479168,1,TRUE,education,"Davidmouth, Rwanda",enterprise
944,153,2/16/2024 15:24,feedback,99,1.538610889,2,TRUE,finance,"Bradleyshire, Senegal",enterprise
945,106,6/1/2024 13:39,feedback,73,2.909029996,5,TRUE,healthcare,"North Dillonland, Macedonia",premium
946,147,2/22/2024 4:14,feedback,72,2.196484402,1,FALSE,finance,"Hollymouth, Oman",premium
947,131,2/15/2024 7:03,feedback,78,1.685890657,4,TRUE,education,"Christopherborough, Senegal",premium
948,124,8/24/2024 11:14,error,53,1.386118552,5,FALSE,healthcare,"South Mary, Guyana",enterprise
949,180,3/8/2024 11:15,query,57,2.965117213,3,FALSE,education,"Hopkinston, Antigua and Barbuda",premium
950,195,1/24/2024 7:52,feedback,80,1.448483563,2,FALSE,education,"Porterland, Cyprus",premium
951,134,4/5/2024 10:50,query,95,1.54466137,2,FALSE,education,"East Daniel, Sierra Leone",premium
952,135,4/17/2024 20:42,query,35,2.806933109,3,TRUE,finance,"Lake Nicholas, Bolivia",free
953,125,6/19/2024 16:21,error,24,2.593817921,4,FALSE,education,"Kyleport, Germany",enterprise
954,160,7/31/2024 10:26,error,55,1.506887948,1,TRUE,finance,"East Phillip, Bangladesh",enterprise
955,135,5/23/2024 13:18,error,64,2.178450185,1,FALSE,education,"Ericville, Palau",free
956,130,9/9/2024 18:09,query,93,1.389784263,5,TRUE,education,"Gonzalestown, Monaco",premium
957,102,8/14/2024 13:32,error,75,1.509921479,4,TRUE,healthcare,"Brianfurt, Tonga",free
958,161,7/2/2024 2:21,feedback,49,1.39140248,1,TRUE,finance,"New Mark, Fiji",free
959,154,4/18/2024 2:26,query,92,1.198325289,4,TRUE,healthcare,"Lake Stephanieberg, Luxembourg",free
960,185,5/4/2024 18:01,error,34,1.827225051,2,FALSE,finance,"Kaylaview, Nauru",enterprise
961,148,8/16/2024 1:35,error,45,2.393135308,2,FALSE,healthcare,"Lake Vincent, Brunei Darussalam",enterprise
962,192,5/3/2024 3:10,query,40,1.29182429,5,FALSE,finance,"New Lynn, Micronesia",enterprise
963,124,9/6/2024 8:28,query,39,2.307040033,1,TRUE,finance,"Greenmouth, Chile",premium
964,104,3/20/2024 19:56,error,56,1.886011455,2,FALSE,education,"Port Brian, Sao Tome and Principe",enterprise
965,165,5/18/2024 22:37,query,35,2.037804717,1,TRUE,healthcare,"Spearsfurt, Bahrain",free
966,106,8/3/2024 10:30,query,29,2.805128513,4,FALSE,education,"Whitneyfurt, Vietnam",premium
967,177,7/19/2024 5:32,error,54,1.158793575,4,FALSE,education,"Larrymouth, Vietnam",enterprise
968,199,7/12/2024 3:12,error,95,1.367470454,2,TRUE,education,"Fullerland, Croatia",premium
969,176,5/21/2024 11:45,feedback,38,2.018862,1,TRUE,healthcare,"East Mark, British Indian Ocean Territory (Chagos Archipelago)",enterprise
970,139,2/9/2024 2:02,error,69,1.082263286,1,FALSE,education,"Anthonyburgh, Russian Federation",free
971,117,1/16/2024 11:06,query,95,1.177451667,4,TRUE,finance,"Baileyview, Guyana",premium
972,139,5/14/2024 13:56,error,78,2.448716806,4,FALSE,finance,"Seanborough, Saint Martin",enterprise
973,139,2/12/2024 21:55,feedback,17,1.854693748,5,TRUE,education,"Holdenville, Croatia",enterprise
974,140,1/14/2024 21:37,feedback,27,2.320639471,1,FALSE,finance,"East Carl, Myanmar",enterprise
975,140,9/7/2024 21:27,feedback,92,1.773346374,5,FALSE,finance,"Patriciamouth, Philippines",free
976,100,8/15/2024 4:01,error,25,2.660691841,5,TRUE,healthcare,"South Carlyview, Greenland",free
977,190,1/22/2024 9:13,error,77,2.50665362,1,TRUE,healthcare,"Rebeccamouth, Albania",enterprise
978,169,4/17/2024 6:31,feedback,67,1.948340686,5,TRUE,education,"Jenniferport, Togo",enterprise
979,198,3/11/2024 2:21,error,13,2.568103062,3,TRUE,finance,"Lake Wesley, Saint Kitts and Nevis",free
980,166,9/11/2024 21:43,feedback,45,1.12239405,1,TRUE,finance,"New Kristina, Kenya",premium
981,128,3/18/2024 4:42,query,84,2.927774428,3,FALSE,healthcare,"West Mitchell, French Southern Territories",enterprise
982,179,9/10/2024 13:39,query,78,2.416167183,4,TRUE,education,"South Aaron, Guyana",enterprise
983,150,7/18/2024 9:50,error,53,2.665126269,5,FALSE,healthcare,"North Kennethshire, Western Sahara",free
984,126,5/29/2024 22:27,query,38,1.279102192,4,TRUE,healthcare,"Brownville, Syrian Arab Republic",free
985,185,9/12/2024 23:52,feedback,44,1.110363516,3,TRUE,education,"South Catherine, Suriname",free
986,146,6/7/2024 8:44,query,59,1.501293112,5,TRUE,healthcare,"Kellyside, Fiji",premium
987,199,7/28/2024 4:08,query,33,1.859992098,4,TRUE,healthcare,"New Michellemouth, Montenegro",premium
988,184,2/10/2024 2:17,query,84,1.781212131,5,TRUE,healthcare,"South Jessicaland, Liechtenstein",premium
989,142,5/30/2024 23:25,error,31,2.329329555,5,TRUE,healthcare,"Yorkburgh, Myanmar",enterprise
990,164,3/4/2024 8:29,error,79,2.752228132,4,FALSE,finance,"Morganmouth, Turks and Caicos Islands",free
991,150,2/11/2024 0:00,error,46,2.885465714,1,FALSE,finance,"Deannachester, Gibraltar",premium
992,191,9/1/2024 14:10,error,74,2.885921838,3,FALSE,healthcare,"Wesleybury, France",free
993,115,2/9/2024 3:18,feedback,89,1.448925394,4,FALSE,finance,"Martinport, Serbia",enterprise
994,141,1/12/2024 3:48,error,55,2.61725783,4,FALSE,education,"Clarkfort, Taiwan",free
995,171,4/19/2024 8:25,feedback,13,1.886922146,2,TRUE,finance,"Lake Seanfurt, Malaysia",free
996,132,1/17/2024 0:18,error,42,1.552753068,4,TRUE,healthcare,"Kellytown, Maldives",free
997,179,8/31/2024 17:24,query,66,2.095305314,5,TRUE,finance,"Smithfort, Congo",premium
998,192,4/16/2024 1:45,error,51,2.579419975,5,FALSE,healthcare,"Patrickshire, Bouvet Island (Bouvetoya)",premium
999,161,2/27/2024 13:50,error,80,2.345898606,2,FALSE,finance,"Thomaston, Ethiopia",free
1000,102,5/26/2024 0:02,query,46,2.368317008,1,TRUE,education,"West Casey, Chile",premium
